ku_hackfest_part_1_0	यो पुस्तक पढेपछि
ku_hackfest_part_3_582	मन मनै दिनको दुई पटक मैले यी भाव दोहोर्‍ए
ku_hackfest_part_3_583	र अनुभव गरेकी
ku_hackfest_part_3_584	मैले दोहोर्‍एका 
ku_hackfest_part_3_585	हरेक भावहरु
ku_hackfest_part_3_586	अवचेतन मनको गहिराइमा पुगेर यथार्थ निर्माण गर्दै थिए
ku_hackfest_part_3_587	आफ्नो अन्त भाव मलाई दिनुभएकोमा
ku_hackfest_part_3_588	धन्यवाद
ku_hackfest_part_3_589	यो पनि उल्लेख गर्न चाहन्छु
ku_hackfest_part_3_590	मेरो जीवनका हरेक पक्षमा सकरात्मक परिवर्तन आएको छ
ku_hackfest_part_3_591	तपाईंको सुझावले
ku_hackfest_part_3_592	अद्भुत
ku_hackfest_part_3_593	काम गर्दो रहेछ
ku_hackfest_part_3_594	अवचेतनले विभाग गर्दैन अवचेतन मनमा सम्पूर्ण ज्ञान छ
ku_hackfest_part_3_595	यसमा हरेक प्रश्नका उत्तर सुन्
ku_hackfest_part_3_596	यसले तपाईं सँग दोहोरो कुरा गर्दैन
ku_hackfest_part_3_597	तपाईंले दिएको तर्कलाई विश्लेषण गर्दैन
ku_hackfest_part_3_598	उदाहरणको लागि
ku_hackfest_part_3_599	जब तपाई
ku_hackfest_part_3_600	म सक्दिन म बुढो भइसकें
ku_hackfest_part_3_601	म यो दायित्व पुरा गर्नसक्दिन
ku_hackfest_part_3_602	म उच्च पदको व्यक्ति चिन्दिन भन्नुहुन्छ
ku_hackfest_part_3_603	त्यसबेला तपाइँ
ku_hackfest_part_3_604	आफ्नो अवचेतन मनलाई
ku_hackfest_part_3_605	नकारात्मक सुझावले भर्दै हुनुहुन्छ
ku_hackfest_part_3_606	जुन पछी
ku_hackfest_part_3_607	यथार्थको रूपमा देखापर्छ
ku_hackfest_part_3_608	वास्तवमा तपाईं आफ्नो प्रगति रोक्दै हुनुहुन्छ
ku_hackfest_part_3_609	रत्त अभाव सीमितता र तनाव निम्त्याउँछ
ku_hackfest_part_3_610	जब चेतन मन मार्फत बाधाहरू रुकावटी ढिलासुस्ती अघि सार्नु हुन्छ
ku_hackfest_part_3_611	त्यतिबेला तपाईं अबचेतन मनको ज्ञान शक्तिको अस्तित्व
ku_hackfest_part_3_612	र प्रभाव
ku_hackfest_part_3_613	नकार्दै हुनुहुन्छ
ku_hackfest_part_3_614	तपाईंको अवचेतन मनले तपाईंको समस्या समाधान गर्न सक्दैन भन्ने भावलाई
ku_hackfest_part_3_615	हृदय बाटै मान्दै हुनुहुन्छ
ku_hackfest_part_3_616	यसले
ku_hackfest_part_3_617	मानसिक र शारीरिक सुस्तता बढाउँदै
ku_hackfest_part_3_618	बीमारी
ku_hackfest_part_3_619	र मानसिक असन्तुलन निम्त्याउछ
ku_hackfest_part_3_620	तनावबाट मुक्त भई
ku_hackfest_part_3_621	आफ्नो इच्छा पूर्ति भर्न
ku_hackfest_part_3_622	बारम्बार दृढताका दोहोराउनुहोस् कि त्यो अपार शक्ति जसले मलाई
ku_hackfest_part_3_623	यो इच्छा दियो उसैले मलाई
ku_hackfest_part_3_624	आफ्नो लक्ष्य पूर्ति को अचुक तरिका उजागर गर्दै
ku_hackfest_part_3_625	मार्ग निर्देशन गर्छ
ku_hackfest_part_3_626	मलाई थाहा छ
ku_hackfest_part_3_627	मभित्रको अथाह शक्ति
ku_hackfest_part_3_628	र अनन्त सम्भावना
ku_hackfest_part_3_629	अहिले सक्रिय छ
ku_hackfest_part_3_630	मैले मनमा जे मान्छु
ku_hackfest_part_3_631	जे ठान्छु त्यही कुरा बाहिर घटना र परिस्थितिको रुपमा
ku_hackfest_part_3_632	देखापर्दछ
ku_hackfest_part_3_633	यहाँ सन्तुलन
ku_hackfest_part_3_634	सहिष्णुता
ku_hackfest_part_3_635	र क्षमता छ
ku_hackfest_part_3_636	यदि तपाईले कुनै उपाय छैन
ku_hackfest_part_3_637	म हारे
ku_hackfest_part_3_638	यो
ku_hackfest_part_3_639	दुविधा निकास छैन
ku_hackfest_part_3_640	म
ku_hackfest_part_3_641	अशक्त
ku_hackfest_part_3_642	अवरुद्ध भएं भने भन्नुहुन्छ भने तपाईले अवचेतन मनबाट कुनै सहयोग वा प्रतिक्रिया पाउनुहुन्न
ku_hackfest_part_3_643	अवचेतन मनले आफ्नो लागि कार्य गरोस् भन्ने चाहनुहुन्छ भने सही आग्रह गर्नूस्
ku_hackfest_part_3_644	र यसको सहयोग प्राप्त गर्नुहोस्
ku_hackfest_part_3_645	यो सधैं तपाईंकै लागि काम गर्छ
ku_hackfest_part_3_646	यस्तो तपाईंको मुटुको धर्कन अनि श्वास प्रणाली सञ्चालन गरिरहेछ
ku_hackfest_part_3_647	यसले तपाईंलाई लागेको घाउचोट निको पार्दछ
ku_hackfest_part_3_648	र यसको प्रविधि जिबनदाहीनै छ
ku_hackfest_part_3_649	जसले सधैं तपाईंको सुरक्षा र सफलताको लागि काम गर्दछ
ku_hackfest_part_3_650	अवचेतन मनको आफ्नै व्यवस्था भएपनि
ku_hackfest_part_3_651	यसले तपाइको विचार चेतन लाई स्वीकार गर्दछ
ku_hackfest_part_3_652	तपाईंले कुनै समस्याको समाधान खोल्दै हुनुहुन्छ भने
ku_hackfest_part_3_653	अवचेतन मनले सहयोग गर्छ
ku_hackfest_part_3_654	यस शर्तमा के तपाईंले चेतन मनको प्रयोगले
ku_hackfest_part_3_655	सहि मुल्यांकन र स्पष्ट निर्णय गर्नुपर्दछ
ku_hackfest_part_3_656	जब तपाई
ku_hackfest_part_3_657	म कुनै निकाश देख्दिन म अलमलमा छु भन्नु हुन्छ तपाईं आफ्नो उर्जा
ku_hackfest_part_3_658	निस्तेज पार्दै हुनुहुन्छ
ku_hackfest_part_3_659	परेटका सिपाहीहरुले झैं तपाईंले पनि धेरै शक्ति खर्च गर्नुहुन्छ
ku_hackfest_part_3_660	तर
ku_hackfest_part_3_661	कतै पुग्नुहुन्छ
ku_hackfest_part_3_662	विचारका प्रभावलाई शान्त पार्नुस्
ku_hackfest_part_3_667	म धन्य छु की अवचेतन मित्रको अथाह शक्ति
ku_hackfest_part_3_668	र अनन्त सम्भावना मा
ku_hackfest_part_3_669	हरेक कुराको ज्ञान छ भन्ने त
ku_hackfest_part_3_671	मलाई थाहा छ
ku_hackfest_part_3_672	यसले मलाई सहि मार्ग निर्देशन दिइरहेछ
ku_hackfest_part_3_673	मेरो दृढ विश्वास ले
ku_hackfest_part_3_674	मभित्रको गौरव
ku_hackfest_part_3_675	महानता उजागर गर्दै छ
ku_hackfest_part_3_676	यस्तो भएको म
ku_hackfest_part_3_677	म आनन्दित छु
ku_hackfest_part_3_678	सम्झनै पर्ने कुराहरु
ku_hackfest_part_3_680	राम्रो सोच्नुभयो भने राम्रो हुनेछ
ku_hackfest_part_3_681	नराम्रो सोच्नुभयो भने
ku_hackfest_part_3_682	नराम्रै हुनेछ
ku_hackfest_part_3_683	तपाईं त्यही भन्नुहुन्छ
ku_hackfest_part_3_684	जुन तपाई
ku_hackfest_part_3_685	दिनभर सोच्नुहुन्छ
ku_hackfest_part_3_686	दुई
ku_hackfest_part_3_687	तपाईंको अवचेतन मन तपाईंसँग बहस गर्दैन
ku_hackfest_part_3_688	यो तपाईंको चेतन मनका देशलाई चुपचाप मान्दछ
ku_hackfest_part_3_689	म
ku_hackfest_part_3_690	यत्रो खर्च गर्न सक्दैन भन्नुभयो भने
ku_hackfest_part_3_691	तपाईंको अबचेतनले
ku_hackfest_part_3_692	यसलाई साँचो बनाउने काम गर्न थाल्दछ
ku_hackfest_part_3_693	कुनै
ku_hackfest_part_3_694	ज्यादै राम्रो विचार छान्नुहोस्
ku_hackfest_part_3_695	बरु यो आदेश दिनुहोस्
ku_hackfest_part_3_696	म यसलाई किन्ने छु
ku_hackfest_part_3_697	म यसलाई आफ्नो मनमा स्वीकार गर्छ
ku_hackfest_part_3_699	तपाईंसँग छान्ने शक्ति छ
ku_hackfest_part_3_700	स्वास्थ्य र खुसीलाई छान्नुहोस्
ku_hackfest_part_3_702	को हुन् भनेर छान्न सक्नुहुन्छ
ku_hackfest_part_3_703	सहयोगी खोसिने मित्रता प्रेम गर्न
ku_hackfest_part_3_704	योग्य बन्न छनोत गर्नुहुन्छ भने
ku_hackfest_part_3_705	सारा संसारले प्रतिक्या गर्नेछ
ku_hackfest_part_3_706	अदभुत ब्याक्तित्व विकसित गर्ने
ku_hackfest_part_3_707	सब भन्दा
ku_hackfest_part_3_708	राम्रो तरिका यही हो 
ku_hackfest_part_3_709	चार
ku_hackfest_part_3_711	यसको प्रमुख काम झुटो भाव प्रभावबाट
ku_hackfest_part_3_712	तपाईंको अवचेतन मनलाई
ku_hackfest_part_3_713	रक्षा गर्नु
ku_hackfest_part_3_714	कुनै राम्रो चिज हुनसक्दछ
ku_hackfest_part_3_715	र अहिले भइरहेको छ भन्ने
ku_hackfest_part_3_716	बिस्वास छनोत गर्नुहोस्
ku_hackfest_part_3_717  छनोत गर्ने क्षमता तपाईंको सबैभन्दा ठूलो शक्ति हो
ku_hackfest_part_3_718	खुशी र प्रचुरता लाइ छनोत गर्नुहोस्
ku_hackfest_part_3_719	पाच
ku_hackfest_part_3_720	अरूको सुझावको कोठामा तपाईंलाई चोट पुर्याउने कुनै शक्ति छैन
ku_hackfest_part_3_721	शक्ती तपाईंको आफ्नो विचारमा मात्र छ 
ku_hackfest_part_3_722	तपाईं
ku_hackfest_part_3_723	अरूको विचार वा सुझावलाई अस्वीकृत गर्न छनोत गर्नसक्नुहुन्छ
ku_hackfest_part_3_724	नराम्रो विचारलाई
ku_hackfest_part_3_725	दृढ भएर भन्न सक्नुहुन्छ
ku_hackfest_part_3_726	तपाईं सग यो छनोट गर्ने शक्ति छकी
ku_hackfest_part_3_727	भए कस्तो प्रतिक्रिया गर्नुहुन्छ
ku_hackfest_part_3_729	आफ्नो शब्दमा ध्यान दिनुस
ku_hackfest_part_3_730	तपाईंले हरेक शब्दको हिसाब दिनुपर्नेछ
ku_hackfest_part_3_731	कहिल्यै यो नभन्नुस्
ku_hackfest_part_3_732	म असफ्ल हुनेछु
ku_hackfest_part_3_733	मेरो नोकरी छुटेछ
ku_hackfest_part_3_734	म भादा तिर्न सकदिन 
ku_hackfest_part_3_735	तपाईंको अवचेतन मन
ku_hackfest_part_3_736	थत्ता बुझ्न सक्दैन
ku_hackfest_part_3_737	यो यसटा चिजलाई
ku_hackfest_part_3_738	वास्तविकतामा
ku_hackfest_part_3_739	बदलि दिनेछ
ku_hackfest_part_3_740	सात
ku_hackfest_part_3_741	मतपाईंको मस्तिष्क नराम्रो छैन
ku_hackfest_part_3_742	प्रकृतिको कुनै पनि शक्ती नराम्रो हुँदैन
ku_hackfest_part_3_743	तपाईं प्रकृतिको शक्तीलाई कसरी प्रयोग गर्नुहुन्छ त्यसमा निर्भर हुन्छ
ku_hackfest_part_3_744	आफ्नो मस्तिष्कको प्रयोग
ku_hackfest_part_3_745	हरेक ठाउँमा सबै मानिसलाई बरदान दिन उपचार गर्न र प्रेरित गर्नको निमित्त गर्नुस
ku_hackfest_part_3_747	कहिल्यै यो नभन्नुहोस्
ku_hackfest_part_3_748	म गर्न सक्दिन
ku_hackfest_part_3_749	यस बाक्यको ठाउँमा अगाडि दिएको बाक्य राखेर
ku_hackfest_part_3_750	यस डरबाट बस्नुस्
ku_hackfest_part_3_751	म आफ्नो अवचेतन मनको शक्तिले
ku_hackfest_part_3_752	सारा काम गर्नसक्छ
ku_hackfest_part_3_753	नौ
ku_hackfest_part_3_754	डर
ku_hackfest_part_3_755	अज्ञान र अंधविश्वास बाहेक
ku_hackfest_part_3_756	साशो सत्य र जीवनको सिद्धान्तको दृष्टिकोणले
ku_hackfest_part_3_757  सोचन सुरु गर्नुहोस्
ku_hackfest_part_3_758	अरुलाई आफ्नो लागि सोच्न अनुमति नदिनुस्
ku_hackfest_part_3_759	आफ्नो विशचार
ku_hackfest_part_3_761	र आफ्नो निर्णय
ku_hackfest_part_3_762	आफ्नी लिनुहोस्
ku_hackfest_part_3_763	दश
ku_hackfest_part_3_764	महिला आफ्नो हातमा
ku_hackfest_part_3_765	अवचेतन मनको कप्तान हुनुहुन्छ
ku_hackfest_part_3_766	भाग्यको मालिक हुनुहुन्छ
ku_hackfest_part_3_768	अनिशको छनोट गर्न सक्ने क्षमता छ
ku_hackfest_part_3_769	जिन्दगी रोजनुस
ku_hackfest_part_3_770	प्रेम रोजनुस स्वास्थ्य रोजनुस
ku_hackfest_part_3_771	र खुशी रोज ुस 
ku_hackfest_part_3_772	एगार 
